aggregator, node_id: 2, sample: 56.952, missed_samples: 0 , time: 70546669 #
aggregator, node_id: 2, sample: 41.127, missed_samples: 1 , time: 1068463462 #
aggregator, node_id: 2, sample: 40.229, missed_samples: 0 , time: 1073814941 #
aggregator, node_id: 2, sample: 47.962, missed_samples: 0 , time: 1079635253 #
aggregator, node_id: 2, sample: 47.055, missed_samples: 0 , time: 1085205501 #
aggregator, node_id: 2, sample: 51.566, missed_samples: 0 , time: 1090398017 #
aggregator, node_id: 2, sample: 27.283, missed_samples: 0 , time: 1096158691 #
aggregator, node_id: 2, sample: 64.218, missed_samples: 0 , time: 1100697713 #
aggregator, node_id: 2, sample: 23.172, missed_samples: 0 , time: 1106208750 #
aggregator, node_id: 2, sample: 59.764, missed_samples: 0 , time: 1112029171 #
aggregator, node_id: 2, sample: 14.033, missed_samples: 1 , time: 1117270395 #
aggregator, node_id: 2, sample: 36.083, missed_samples: 0 , time: 1122088199 #
aggregator, node_id: 2, sample: 64.833, missed_samples: 0 , time: 1126654488 #
aggregator, node_id: 2, sample: 15.655, missed_samples: 0 , time: 1131158833 #
aggregator, node_id: 2, sample: 47.305, missed_samples: 0 , time: 1136979003 #
aggregator, node_id: 2, sample: 39.496, missed_samples: 0 , time: 1141963379 #
aggregator, node_id: 2, sample: 48.496, missed_samples: 0 , time: 1146478935 #
aggregator, node_id: 2, sample: 35.769, missed_samples: 0 , time: 1150885265 #
aggregator, node_id: 2, sample: 50.313, missed_samples: 0 , time: 1155604004 #
aggregator, node_id: 2, sample: 57.610, missed_samples: 0 , time: 1159790939 #
aggregator, node_id: 2, sample: 27.617, missed_samples: 0 , time: 1164084110 #
aggregator, node_id: 2, sample: 21.670, missed_samples: 0 , time: 1169854005 #
aggregator, node_id: 2, sample: 33.616, missed_samples: 0 , time: 1175104035 #
aggregator, node_id: 2, sample: 49.421, missed_samples: 0 , time: 1179462860 #
aggregator, node_id: 2, sample: 63.316, missed_samples: 0 , time: 1184018054 #
aggregator, node_id: 2, sample: 20.552, missed_samples: 0 , time: 1189425025 #
aggregator, node_id: 2, sample: 43.431, missed_samples: 0 , time: 1194190646 #
aggregator, node_id: 2, sample: 66.340, missed_samples: 0 , time: 1199115182 #
aggregator, node_id: 2, sample: 55.797, missed_samples: 0 , time: 1204326471 #
aggregator, node_id: 2, sample: 51.263, missed_samples: 0 , time: 1209533691 #
aggregator, node_id: 2, sample: 60.692, missed_samples: 0 , time: 1215189942 #
aggregator, node_id: 2, sample: 65.285, missed_samples: 1 , time: 1221049274 #
aggregator, node_id: 2, sample: 36.491, missed_samples: 1 , time: 1226744629 #
aggregator, node_id: 2, sample: 38.287, missed_samples: 0 , time: 1232052557 #
aggregator, node_id: 2, sample: 34.952, missed_samples: 0 , time: 1237271432 #
aggregator, node_id: 2, sample: 41.429, missed_samples: 0 , time: 1243138467 #
aggregator, node_id: 2, sample: 55.787, missed_samples: 0 , time: 1248247831 #
aggregator, node_id: 2, sample: 62.857, missed_samples: 1 , time: 1254224387 #
aggregator, node_id: 2, sample: 56.058, missed_samples: 0 , time: 1259497683 #
aggregator, node_id: 2, sample: 55.698, missed_samples: 0 , time: 1264904112 #
aggregator, node_id: 2, sample: 53.111, missed_samples: 0 , time: 1270599407 #
aggregator, node_id: 2, sample: 47.447, missed_samples: 0 , time: 1275216698 #
aggregator, node_id: 2, sample: 53.167, missed_samples: 0 , time: 1280411914 #
aggregator, node_id: 2, sample: 50.115, missed_samples: 0 , time: 1285380421 #
aggregator, node_id: 2, sample: 25.659, missed_samples: 0 , time: 1289521327 #
aggregator, node_id: 2, sample: 20.699, missed_samples: 0 , time: 1294115043 #
aggregator, node_id: 2, sample: 58.392, missed_samples: 0 , time: 1298717073 #
aggregator, node_id: 2, sample: 27.003, missed_samples: 0 , time: 1304284276 #
aggregator, node_id: 2, sample: 44.137, missed_samples: 0 , time: 1308506076 #
aggregator, node_id: 2, sample: 63.634, missed_samples: 0 , time: 1314474614 #
aggregator, node_id: 2, sample: 33.533, missed_samples: 0 , time: 1319599748 #
aggregator, node_id: 2, sample: 38.523, missed_samples: 0 , time: 1325217025 #
aggregator, node_id: 2, sample: 63.929, missed_samples: 0 , time: 1330287390 #
aggregator, node_id: 2, sample: 46.454, missed_samples: 0 , time: 1336076392 #
aggregator, node_id: 2, sample: 59.136, missed_samples: 1 , time: 1341517930 #
aggregator, node_id: 2, sample: 61.573, missed_samples: 0 , time: 1346111503 #
aggregator, node_id: 2, sample: 26.960, missed_samples: 1 , time: 1351322791 #
aggregator, node_id: 2, sample: 66.882, missed_samples: 0 , time: 1356561965 #
aggregator, node_id: 2, sample: 50.362, missed_samples: 0 , time: 1361400870 #
aggregator, node_id: 2, sample: 70.586, missed_samples: 0 , time: 1366599760 #
aggregator, node_id: 2, sample: 52.537, missed_samples: 0 , time: 1371503009 #
aggregator, node_id: 2, sample: 56.713, missed_samples: 0 , time: 1376549316 #
aggregator, node_id: 2, sample: 23.109, missed_samples: 0 , time: 1380830567 #
aggregator, node_id: 2, sample: 62.367, missed_samples: 0 , time: 1386080567 #
aggregator, node_id: 2, sample: 40.986, missed_samples: 0 , time: 1391252441 #
aggregator, node_id: 2, sample: 30.975, missed_samples: 0 , time: 1395655917 #
aggregator, node_id: 2, sample: 50.872, missed_samples: 0 , time: 1400627456 #
aggregator, node_id: 2, sample: 38.483, missed_samples: 0 , time: 1405084181 #
aggregator, node_id: 2, sample: 52.968, missed_samples: 0 , time: 1410506109 #
aggregator, node_id: 2, sample: 64.823, missed_samples: 0 , time: 1415404052 #
aggregator, node_id: 2, sample: 29.087, missed_samples: 0 , time: 1420115360 #
aggregator, node_id: 2, sample: 77.776, missed_samples: 0 , time: 1425565579 #
aggregator, node_id: 2, sample: 46.507, missed_samples: 0 , time: 1431162317 #
aggregator, node_id: 2, sample: 29.526, missed_samples: 0 , time: 1435982721 #
aggregator, node_id: 2, sample: 79.041, missed_samples: 0 , time: 1441959036 #
aggregator, node_id: 2, sample: 52.830, missed_samples: 1 , time: 1447459223 #
aggregator, node_id: 2, sample: 46.841, missed_samples: 0 , time: 1452878227 #
aggregator, node_id: 2, sample: 74.145, missed_samples: 1 , time: 1458576448 #
aggregator, node_id: 2, sample: 65.373, missed_samples: 0 , time: 1463795063 #
aggregator, node_id: 2, sample: 42.975, missed_samples: 0 , time: 1469045085 #
aggregator, node_id: 2, sample: 49.751, missed_samples: 0 , time: 1473896581 #
aggregator, node_id: 2, sample: 8.314, missed_samples: 0 , time: 1479865304 #
aggregator, node_id: 2, sample: 33.814, missed_samples: 0 , time: 1485089080 #
aggregator, node_id: 2, sample: 64.535, missed_samples: 0 , time: 1490513837 #
aggregator, node_id: 2, sample: 81.215, missed_samples: 0 , time: 1495177494 #
aggregator, node_id: 2, sample: 18.983, missed_samples: 1 , time: 1500955897 #
aggregator, node_id: 2, sample: 61.231, missed_samples: 0 , time: 1505494636 #
aggregator, node_id: 2, sample: 74.626, missed_samples: 0 , time: 1509849394 #
aggregator, node_id: 2, sample: 61.960, missed_samples: 0 , time: 1514623029 #
aggregator, node_id: 2, sample: 40.710, missed_samples: 0 , time: 1520130577 #
aggregator, node_id: 2, sample: 15.536, missed_samples: 0 , time: 1525685382 #
aggregator, node_id: 2, sample: 24.235, missed_samples: 0 , time: 1530591568 #
aggregator, node_id: 2, sample: 32.097, missed_samples: 0 , time: 1534958718 #
aggregator, node_id: 2, sample: 85.816, missed_samples: 0 , time: 1539771230 #
aggregator, node_id: 2, sample: 67.346, missed_samples: 0 , time: 1544307300 #
aggregator, node_id: 2, sample: 43.468, missed_samples: 0 , time: 1549904065 #
aggregator, node_id: 2, sample: 87.421, missed_samples: 0 , time: 1555036990 #
aggregator, node_id: 2, sample: 28.369, missed_samples: 0 , time: 1559221613 #
aggregator, node_id: 2, sample: 11.195, missed_samples: 0 , time: 1565099404 #
aggregator, node_id: 2, sample: 35.932, missed_samples: 0 , time: 1569716595 #
aggregator, node_id: 2, sample: 35.205, missed_samples: 0 , time: 1574268066 #
aggregator, node_id: 2, sample: 85.754, missed_samples: 0 , time: 1578643526 #
aggregator, node_id: 2, sample: 60.995, missed_samples: 0 , time: 1584533689 #
aggregator, node_id: 2, sample: 21.570, missed_samples: 0 , time: 1589549392 #
aggregator, node_id: 2, sample: 31.142, missed_samples: 0 , time: 1595127437 #
aggregator, node_id: 2, sample: 38.697, missed_samples: 0 , time: 1601119629 #
aggregator, node_id: 2, sample: 63.724, missed_samples: 0 , time: 1605236815 #
aggregator, node_id: 2, sample: 55.117, missed_samples: 1 , time: 1610541504 #
aggregator, node_id: 2, sample: 44.543, missed_samples: 0 , time: 1615557128 #
aggregator, node_id: 2, sample: 81.446, missed_samples: 0 , time: 1620525880 #
aggregator, node_id: 2, sample: 36.175, missed_samples: 0 , time: 1626462957 #
aggregator, node_id: 2, sample: 58.597, missed_samples: 0 , time: 1630658669 #
aggregator, node_id: 2, sample: 41.761, missed_samples: 0 , time: 1636353952 #
aggregator, node_id: 2, sample: 87.658, missed_samples: 1 , time: 1642119436 #
aggregator, node_id: 2, sample: 66.363, missed_samples: 0 , time: 1647768020 #
aggregator, node_id: 2, sample: 73.491, missed_samples: 0 , time: 1652197753 #
aggregator, node_id: 2, sample: 43.179, missed_samples: 0 , time: 1657979026 #
aggregator, node_id: 2, sample: 62.107, missed_samples: 0 , time: 1663866651 #
aggregator, node_id: 2, sample: 56.441, missed_samples: 0 , time: 1668674342 #
aggregator, node_id: 2, sample: 33.669, missed_samples: 1 , time: 1674392819 #
aggregator, node_id: 2, sample: 45.975, missed_samples: 0 , time: 1680143067 #
aggregator, node_id: 2, sample: 40.151, missed_samples: 0 , time: 1685572754 #
aggregator, node_id: 2, sample: 34.359, missed_samples: 0 , time: 1690689941 #
aggregator, node_id: 2, sample: 50.683, missed_samples: 0 , time: 1695814942 #
aggregator, node_id: 2, sample: 69.585, missed_samples: 0 , time: 1701166187 #
aggregator, node_id: 2, sample: 46.341, missed_samples: 0 , time: 1706510254 #
aggregator, node_id: 2, sample: 81.937, missed_samples: 0 , time: 1711807081 #
aggregator, node_id: 2, sample: 91.593, missed_samples: 0 , time: 1717705586 #
aggregator, node_id: 2, sample: 52.453, missed_samples: 1 , time: 1723302465 #
aggregator, node_id: 2, sample: 46.285, missed_samples: 0 , time: 1727599352 #
aggregator, node_id: 2, sample: 56.507, missed_samples: 2 , time: 1733341525 #
aggregator, node_id: 2, sample: 52.911, missed_samples: 0 , time: 1738159429 #
aggregator, node_id: 2, sample: 17.106, missed_samples: 0 , time: 1743256168 #
aggregator, node_id: 2, sample: 39.044, missed_samples: 0 , time: 1748872763 #
aggregator, node_id: 2, sample: 74.513, missed_samples: 0 , time: 1753677835 #
aggregator, node_id: 2, sample: 24.824, missed_samples: 0 , time: 1758615391 #
aggregator, node_id: 2, sample: 13.701, missed_samples: 0 , time: 1764240004 #
aggregator, node_id: 2, sample: 53.577, missed_samples: 0 , time: 1769185698 #
aggregator, node_id: 2, sample: 34.026, missed_samples: 0 , time: 1773232479 #
aggregator, node_id: 2, sample: 80.910, missed_samples: 0 , time: 1777432847 #
aggregator, node_id: 2, sample: 36.213, missed_samples: 0 , time: 1782224912 #
aggregator, node_id: 2, sample: 39.516, missed_samples: 0 , time: 1787724824 #
aggregator, node_id: 2, sample: 46.660, missed_samples: 0 , time: 1792341938 #
aggregator, node_id: 2, sample: 52.492, missed_samples: 0 , time: 1796771293 #
aggregator, node_id: 2, sample: 25.631, missed_samples: 0 , time: 1801622998 #
aggregator, node_id: 2, sample: 57.926, missed_samples: 0 , time: 1806396714 #
aggregator, node_id: 2, sample: 48.059, missed_samples: 0 , time: 1811271197 #
aggregator, node_id: 2, sample: 7.100, missed_samples: 0 , time: 1817130526 #
aggregator, node_id: 2, sample: 76.299, missed_samples: 0 , time: 1822005605 #
aggregator, node_id: 2, sample: 69.830, missed_samples: 0 , time: 1827490399 #
aggregator, node_id: 2, sample: 64.914, missed_samples: 0 , time: 1832721977 #
aggregator, node_id: 2, sample: 78.007, missed_samples: 0 , time: 1837318379 #
aggregator, node_id: 2, sample: 62.253, missed_samples: 0 , time: 1842099443 #
aggregator, node_id: 2, sample: 29.031, missed_samples: 0 , time: 1846802474 #
aggregator, node_id: 2, sample: 48.088, missed_samples: 0 , time: 1852404039 #
aggregator, node_id: 2, sample: 62.616, missed_samples: 0 , time: 1857045243 #
aggregator, node_id: 2, sample: 29.689, missed_samples: 0 , time: 1862529124 #
aggregator, node_id: 2, sample: 57.529, missed_samples: 0 , time: 1867724409 #
